max time for a PostVersionList measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
diceVariantNormalizedTokens, 0, 1, 0, 4, 3, 1, 0, 0, 0, 1
overlapTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
winnowingShingle2Dice, 0, 2, 0, 6, 4, no result, 0, 0, 0, 2
jaccardTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
rkrGstNormalizedTokenDiceVariantMinMatchLength2, 0, 2, 0, 19, 13, 6, 0, 0, 0, 6
rkrGst4GramJaccardMinMatchLength2, 0, 36, 5, 360, 2853, 166, 5, 3, 9, 286
rkrGst3GramJaccardMinMatchLength1, 0, 42, 6, 358, 2563, 240, 4, 3, 10, 295
rkrGstNormalized4GramJaccardMinMatchLength3, 0, 26, 3, 170, 383, 38, 2, 1, 4, 127
rkrGstTokenDiceMinMatchLength2, 0, 1, 0, 16, 14, 6, 0, 0, 0, 6
longestCommonSubsequenceShingle2FingerprintNormalized, 0, 2, 0, 9, 8, no result, 0, 0, 0, 3
rkrGstNormalizedShingle3DiceVariantMinMatchLength1, 0, 5, 0, 30, 28, no result, 0, 0, 1, no result
longestCommonSubsequenceShingle3Fingerprint, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
overlap4Grams, 0, 2, 0, 9, 7, 3, 0, 0, 0, 4
jaccardNormalizedTokens, 0, 3, 0, 11, 8, 4, 0, 0, 1, 4
manhattanNormalized4Grams, 0, 5, 0, 14, 10, 5, 0, 0, 1, 6
diceVariantTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
optimalAlignmentShingle2Fingerprint, 0, 1, 0, 8, 6, no result, 0, 0, 0, 2
optimalAlignmentStandard, 0, 22, 3, 407, 1177, 113, 4, 2, 18, 257
rkrGstTokenDiceVariantMinMatchLength3, 0, 2, 0, 18, 13, 5, 0, 0, 0, 6
cosineNormalizedShingle3NormalizedTermFrequency, 0, 3, 0, 16, 10, no result, 0, 0, 1, no result
diceVariant5Grams, 0, 2, 0, 10, 9, 3, 0, 0, 0, 4
rkrGst3GramOverlapMinMatchLength2, 0, 33, 5, 311, 2203, 247, 4, 3, 8, 293
rkrGst5GramJaccardMinMatchLength3, 0, 37, 6, 434, 3113, 145, 4, 3, 9, 285
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0, 5, 0, 25, 25, no result, 0, 0, 1, 12
rkrGstNormalizedShingle2DiceMinMatchLength1, 0, 4, 0, 24, 27, no result, 0, 0, 1, 12
rkrGstNormalizedTokenOverlapMinMatchLength1, 0, 2, 0, 17, 13, 6, 0, 0, 2, 7
cosineNormalized5GramsBool, 0, 5, 0, 16, 11, 5, 0, 0, 1, 7
longestCommonSubsequence3GramFingerprint, 0, 3, 0, 20, 50, 6, 0, 0, 1, 12
jaccard2Grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
rkrGstNormalized3GramOverlapMinMatchLength3, 0, 22, 2, 130, 336, 33, 2, 1, 4, 151
jaccardNormalizedShingles3, 0, 2, 0, 10, 7, no result, 0, 0, 0, no result
cosineNormalized3GramsBool, 0, 5, 0, 14, 9, 5, 0, 0, 1, 6
winnowing2GramDiceVariant, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstNormalized2GramJaccardMinMatchLength3, 0, 26, 2, 137, 347, 33, 2, 1, 4, 143
winnowingNormalizedShingle2DiceVariant, 0, 2, 0, 8, 6, no result, 0, 0, 0, 3
rkrGstNormalized3GramJaccardMinMatchLength2, 0, 24, 2, 142, 343, 35, 2, 1, 4, 170
winnowingShingle3Overlap, 0, no result, 0, 9, 6, no result, 0, 0, 0, no result
rkrGstShingle3JaccardMinMatchLength2, 0, no result, 0, 32, 25, no result, 0, 0, 1, no result
rkrGstNormalized3GramOverlapMinMatchLength2, 0, 22, 2, 135, 347, 39, 2, 1, 4, 150
winnowingNormalized4GramDice, 0, 4, 0, 13, 11, 3, 0, 0, 0, 5
rkrGstNormalized2GramDiceVariantMinMatchLength3, 0, 28, 2, 133, 344, 32, 2, 1, 4, 144
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 26, 2, 168, 374, 40, 2, 1, 4, 148
diceVariantNormalizedPadding5grams, 0, 4, 0, 12, 10, 5, 0, 0, 1, 6
jaccardNormalized5Grams, 0, 4, 0, 12, 9, 4, 0, 0, 1, 6
rkrGstTokenJaccardMinMatchLength3, 0, 1, 0, 17, 13, 6, 0, 0, 0, 8
jaccardShingles2, 0, 1, 0, 7, 4, no result, 0, 0, 0, 2
winnowingNormalized2GramOverlap, 0, 3, 0, 10, 11, 3, 0, 0, 0, 4
optimalAlignment3GramFingerprintNormalized, 0, 10, 1, 104, 281, 19, 1, 0, 5, 82
cosineNormalized2GramsTermFrequency, 0, 4, 0, 11, 9, 4, 0, 0, 1, 5
winnowingNormalized4GramOverlap, 0, 3, 0, 11, 8, 3, 0, 0, 0, 5
rkrGstShingle3OverlapMinMatchLength3, 0, no result, 0, 26, 22, no result, 0, 0, 1, no result
winnowing3GramDiceVariant, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstShingle2DiceVariantMinMatchLength1, 0, 3, 0, 25, 21, no result, 0, 0, 0, 10
overlap5Grams, 0, 2, 0, 10, 8, 3, 0, 0, 0, 4
rkrGstShingle2JaccardMinMatchLength2, 0, 2, 0, 25, 20, no result, 0, 0, 0, 10
cosineNormalized3GramsTermFrequency, 0, 5, 0, 14, 9, 5, 0, 0, 1, 6
rkrGst2GramDiceMinMatchLength2, 0, 33, 4, 270, 1217, 342, 3, 3, 7, 234
rkrGst4GramDiceVariantMinMatchLength3, 0, 37, 5, 361, 2807, 178, 4, 4, 10, 293
diceNormalizedTokens, 0, 1, 0, 3, 2, 1, 0, 0, 0, 1
optimalAlignment5GramFingerprint, 0, 14, 2, 258, 681, 67, 3, 1, 11, 140
rkrGstNormalized3GramDiceVariantMinMatchLength2, 0, 24, 2, 133, 344, 35, 2, 1, 4, 154
rkrGstNormalizedTokenJaccardMinMatchLength3, 0, 2, 0, 17, 13, 7, 0, 0, 0, 7
rkrGstShingle2DiceVariantMinMatchLength3, 0, 3, 0, 23, 18, no result, 0, 0, 0, 9
overlapNormalized4Grams, 0, 3, 0, 13, 9, 3, 0, 0, 0, 5
rkrGstNormalizedTokenJaccardMinMatchLength2, 0, 2, 0, 17, 13, 6, 0, 0, 0, 7
winnowing5GramDiceVariant, 0, 3, 0, 10, 8, 4, 0, 0, 0, 4
manhattanNormalized2Grams, 0, 5, 0, 12, 7, 4, 0, 0, 1, 5
cosineNormalizedShingle3Bool, 0, 3, 0, 12, 8, no result, 0, 0, 1, no result
rkrGst2GramJaccardMinMatchLength2, 0, 35, 5, 281, 1212, 344, 4, 5, 8, 251
overlapNormalizedShingles2, 0, 3, 0, 9, 7, no result, 0, 0, 0, 4
rkrGst2GramDiceMinMatchLength1, 0, 35, 5, 365, 1258, 367, 3, 2, 7, 237
rkrGst4GramDiceMinMatchLength3, 0, 36, 5, 359, 3319, 164, 4, 3, 8, 286
winnowing4GramDiceVariant, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
cosineNormalizedShingle3TermFrequency, 0, 3, 0, 11, 8, no result, 0, 0, 0, no result
optimalAlignment3GramFingerprint, 0, 14, 2, 251, 690, 61, 2, 1, 11, 137
