max time for a PostVersionList measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
overlapNormalized4Grams, 0, 3, 0, 10, 8, 5, 0, 0, 0, 5
rkrGstNormalizedTokenOverlapMinMatchLength3, 0, 3, 0, 16, 13, 6, 0, 0, 0, 8
winnowing2GramDice, 0, 2, 0, 11, 9, 3, 0, 0, 0, 4
diceVariantNormalizedPadding3grams, 0, 3, 0, 10, 9, 3, 0, 0, 0, 4
winnowingNormalized5GramDice, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
rkrGst2GramJaccardMinMatchLength1, 0, 40, 5, 385, 1308, 481, 3, 4, 8, 253
cosineNormalized2GramsNormalizedTermFrequency, 0, 4, 0, 12, 8, 4, 0, 0, 1, 5
diceVariant5Grams, 0, 2, 0, 11, 7, 3, 0, 0, 0, 4
longestCommonSubsequenceShingle3FingerprintNormalized, 0, 2, 0, 11, 8, no result, 0, 0, 0, no result
rkrGstNormalized2GramDiceMinMatchLength2, 0, 21, 2, 131, 371, 33, 2, 1, 3, 145
diceNormalizedPadding2grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
jaccardNormalizedPadding4grams, 0, 4, 0, 13, 8, 4, 0, 0, 1, 5
winnowing3GramDiceVariant, 0, 2, 0, 10, 9, 3, 0, 0, 0, 5
rkrGstNormalized4GramJaccardMinMatchLength1, 0, 25, 2, 188, 360, 41, 2, 2, 4, 131
winnowingNormalized5GramDiceVariant, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
rkrGstNormalizedShingle2JaccardMinMatchLength1, 0, 5, 0, 31, 30, no result, 0, 0, 1, 12
diceNormalizedShingles2, 0, 3, 0, 8, 6, no result, 0, 0, 1, 3
rkrGstNormalized5GramOverlapMinMatchLength2, 0, 25, 3, 160, 368, 37, 2, 1, 5, 140
optimalAlignment3GramFingerprintNormalized, 0, 10, 1, 94, 277, 20, 1, 0, 5, 80
winnowingTokenJaccard, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
rkrGstShingle2DiceMinMatchLength2, 0, 3, 0, 23, 18, no result, 0, 0, 0, 9
rkrGstNormalized3GramOverlapMinMatchLength1, 0, 24, 2, 147, 343, 40, 2, 1, 4, 159
winnowingNormalizedShingle2Jaccard, 0, 3, 0, 9, 6, no result, 0, 0, 0, 3
rkrGst5GramJaccardMinMatchLength3, 0, 44, 6, 407, 3137, 130, 4, 3, 10, 298
diceVariantNormalized4Grams, 0, 3, 0, 12, 8, 4, 0, 0, 0, 5
diceNormalizedPadding3grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 4
winnowing5GramDiceVariant, 0, 4, 0, 11, 11, 7, 0, 0, 1, 5
rkrGstNormalized3GramDiceMinMatchLength2, 0, 22, 2, 133, 328, 33, 2, 1, 4, 148
rkrGstNormalizedTokenJaccardMinMatchLength3, 0, 2, 0, 19, 13, 6, 0, 0, 0, 7
manhattanNormalized3Grams, 0, 5, 0, 16, 11, 8, 0, 0, 1, 27
dice4Grams, 0, 3, 0, 14, 8, 3, 0, 0, 0, 4
rkrGst3GramDiceVariantMinMatchLength1, 0, 38, 8, 350, 2345, 240, 3, 3, 8, 274
winnowing2GramDiceVariant, 0, 2, 0, 9, 9, 3, 0, 0, 1, 4
rkrGst3GramJaccardMinMatchLength1, 0, 41, 10, 322, 2357, 255, 4, 3, 9, 279
manhattanNormalized4Grams, 0, 6, 0, 16, 10, 5, 0, 0, 2, 7
rkrGst2GramDiceVariantMinMatchLength1, 0, 38, 5, 399, 1314, 386, 3, 3, 9, 291
overlapTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
rkrGst3GramDiceMinMatchLength3, 0, 53, 6, 316, 2230, 220, 4, 3, 8, 267
rkrGstNormalizedShingle3DiceVariantMinMatchLength1, 0, 5, 0, 29, 29, no result, 0, 0, 1, no result
cosineNormalizedTokensBool, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
levenshteinStandard, 0, 5, 0, 94, 309, 21, 1, 0, 4, 55
rkrGst3GramDiceMinMatchLength2, 0, 35, 5, 311, 2457, 278, 3, 3, 10, 308
rkrGstNormalized3GramJaccardMinMatchLength1, 0, 44, 3, 243, 483, 46, 2, 1, 5, 179
winnowingNormalized4GramOverlap, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
rkrGst4GramDiceVariantMinMatchLength3, 0, 35, 7, 385, 3019, 208, 7, 11, 11, 355
winnowingNormalized4GramDiceVariant, 0, 3, 0, 10, 10, 4, 0, 0, 0, 5
rkrGstNormalized4GramDiceMinMatchLength3, 0, 28, 2, 158, 378, 39, 2, 1, 5, 136
rkrGstNormalized2GramDiceMinMatchLength3, 0, 25, 2, 138, 355, 37, 2, 1, 3, 147
winnowingShingle2Overlap, 0, 2, 0, 8, 14, no result, 0, 0, 0, 2
longestCommonSubsequence5GramFingerprintNormalized, 0, 5, 0, 47, 122, 9, 0, 0, 2, 38
rkrGst2GramDiceVariantMinMatchLength3, 0, 34, 5, 291, 1315, 337, 4, 3, 8, 273
rkrGstNormalizedTokenDiceMinMatchLength2, 0, 2, 0, 19, 12, 6, 0, 0, 0, 8
diceVariantTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
rkrGst2GramOverlapMinMatchLength3, 0, 35, 5, 295, 1299, 337, 3, 3, 9, 386
damerauLevenshteinNormalized, 0, 25, 4, 304, 907, 62, 4, 2, 17, 242
winnowing3GramOverlap, 0, 2, 0, 10, 8, 4, 0, 0, 0, 5
rkrGstNormalizedShingle3DiceMinMatchLength2, 0, 4, 0, 26, 25, no result, 0, 0, 1, no result
rkrGstNormalizedTokenDiceVariantMinMatchLength1, 0, 2, 0, 20, 14, 7, 0, 0, 0, 8
winnowingNormalizedTokenOverlap, 0, 1, 0, 6, 3, 1, 0, 0, 0, 2
rkrGst3GramOverlapMinMatchLength3, 0, 32, 5, 307, 2301, 223, 11, 4, 9, 384
longestCommonSubsequence3GramFingerprintNormalized, 0, 6, 0, 53, 152, 8, 0, 0, 2, 39
cosineNormalizedTokensNormalizedTermFrequency, 0, 2, 0, 6, 3, 2, 0, 0, 0, 2
rkrGst2GramJaccardMinMatchLength2, 0, 67, 7, 323, 1270, 512, 4, 3, 10, 297
rkrGstTokenJaccardMinMatchLength1, 0, 2, 0, 19, 14, 6, 0, 0, 0, 6
winnowing3GramDice, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstNormalizedShingle3JaccardMinMatchLength1, 0, 5, 0, 33, 31, no result, 0, 0, 2, no result
rkrGstNormalizedTokenJaccardMinMatchLength1, 0, 2, 0, 21, 14, 7, 0, 0, 1, 9
winnowingNormalized2GramDiceVariant, 0, 3, 0, 10, 9, 3, 0, 0, 1, 6
rkrGst5GramDiceVariantMinMatchLength1, 0, 53, 6, 438, 3329, 162, 5, 4, 11, 335
longestCommonSubsequenceShingle2FingerprintNormalized, 0, 2, 0, 10, 7, no result, 0, 0, 0, 5
rkrGst5GramDiceVariantMinMatchLength3, 0, 38, 6, 430, 3494, 133, 4, 4, 13, 307
rkrGstTokenJaccardMinMatchLength3, 0, 1, 0, 17, 13, 6, 0, 0, 0, 6
winnowingNormalizedShingle3DiceVariant, 0, 3, 0, 9, 7, no result, 0, 0, 0, no result
