max time for a PostVersionList measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
rkrGstNormalized4GramDiceVariantMinMatchLength1, 0, 27, 2, 154, 358, 41, 2, 1, 5, 139
jaccardNormalized4Grams, 0, 3, 0, 11, 11, 4, 0, 0, 1, 6
rkrGstShingle2JaccardMinMatchLength1, 0, 4, 0, 26, 20, no result, 0, 0, 1, 10
optimalAlignmentShingle2Fingerprint, 0, 1, 0, 8, 6, no result, 0, 0, 0, 3
winnowing3GramOverlap, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstNormalized3GramDiceVariantMinMatchLength1, 0, 24, 2, 138, 336, 37, 2, 1, 4, 156
rkrGstNormalizedTokenDiceVariantMinMatchLength1, 0, 2, 0, 18, 13, 6, 0, 0, 0, 7
rkrGst4GramOverlapMinMatchLength2, 0, 34, 6, 349, 2959, 137, 4, 3, 9, 284
longestCommonSubsequenceShingle2Fingerprint, 0, 1, 0, 6, 5, no result, 0, 0, 0, 2
winnowingShingle2Overlap, 0, 1, 0, 6, 4, no result, 0, 0, 0, 2
rkrGst5GramDiceMinMatchLength2, 0, 35, 8, 406, 3227, 131, 4, 3, 9, 298
rkrGstTokenOverlapMinMatchLength1, 0, 2, 0, 17, 13, 6, 0, 0, 0, 8
rkrGst3GramJaccardMinMatchLength1, 0, 37, 5, 314, 2386, 158, 4, 3, 9, 274
rkrGstNormalized5GramOverlapMinMatchLength2, 0, 23, 3, 156, 372, 36, 2, 1, 4, 138
winnowing4GramOverlap, 0, 2, 0, 11, 9, 3, 0, 0, 0, 4
rkrGstNormalized4GramDiceMinMatchLength3, 0, 23, 2, 143, 354, 37, 2, 1, 4, 123
winnowingNormalized5GramDice, 0, 3, 0, 10, 8, 3, 0, 0, 0, 6
rkrGst3GramDiceMinMatchLength3, 0, 33, 5, 310, 2230, 150, 3, 3, 8, 269
winnowingNormalized2GramDice, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
rkrGstTokenJaccardMinMatchLength3, 0, 2, 0, 17, 13, 6, 0, 0, 0, 6
rkrGstNormalized2GramJaccardMinMatchLength2, 0, 22, 2, 131, 323, 34, 2, 1, 7, 159
winnowingNormalized4GramDice, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
cosineNormalizedTokensNormalizedTermFrequency, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
rkrGstNormalizedTokenJaccardMinMatchLength3, 0, 2, 0, 19, 13, 6, 0, 0, 0, 7
rkrGst5GramJaccardMinMatchLength2, 0, 37, 6, 392, 3191, 194, 5, 3, 10, 305
rkrGstNormalized2GramDiceVariantMinMatchLength1, 0, 24, 2, 134, 328, 35, 2, 1, 4, 146
overlapNormalizedPadding3grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
diceNormalized4Grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 5
winnowingNormalizedShingle3DiceVariant, 0, 2, 0, 9, 7, no result, 0, 0, 0, no result
rkrGstNormalizedShingle2JaccardMinMatchLength2, 0, 4, 0, 24, 23, no result, 0, 0, 1, 11
rkrGstNormalized5GramJaccardMinMatchLength2, 0, 24, 2, 158, 392, 37, 2, 1, 5, 141
optimalAlignment2GramFingerprintNormalized, 0, 10, 1, 94, 275, 19, 2, 1, 6, 96
longestCommonSubsequence2GramFingerprint, 0, 11, 0, 38, 101, 10, 0, 0, 1, 18
rkrGst2GramDiceVariantMinMatchLength1, 0, 42, 5, 331, 1170, 171, 3, 3, 7, 244
diceVariantNormalizedPadding2grams, 0, 3, 0, 10, 6, 3, 0, 0, 0, 4
rkrGstNormalized3GramDiceMinMatchLength3, 0, 22, 2, 133, 332, 41, 2, 2, 4, 155
rkrGstNormalized4GramOverlapMinMatchLength2, 0, 24, 2, 147, 343, 36, 2, 1, 4, 127
rkrGstNormalizedTokenOverlapMinMatchLength2, 0, 2, 0, 18, 14, 6, 0, 0, 0, 7
rkrGstNormalized5GramDiceMinMatchLength1, 0, 25, 2, 159, 415, 41, 2, 1, 4, 142
winnowingNormalizedShingle2Jaccard, 0, 2, 0, 9, 7, no result, 0, 0, 0, 4
diceVariantNormalizedPadding4grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 4
rkrGstNormalizedShingle3JaccardMinMatchLength2, 0, 4, 0, 28, 28, no result, 0, 0, 1, no result
cosineNormalized4GramsTermFrequency, 0, 5, 0, 15, 10, 5, 0, 0, 1, 7
optimalAlignment5GramFingerprint, 0, 13, 2, 244, 698, 62, 2, 1, 11, 138
rkrGst3GramJaccardMinMatchLength2, 0, 34, 5, 308, 2381, 162, 4, 3, 8, 299
rkrGstNormalized4GramDiceVariantMinMatchLength2, 0, 29, 3, 171, 398, 35, 3, 1, 5, 141
rkrGstNormalizedShingle2DiceVariantMinMatchLength3, 0, 7, 0, 27, 24, no result, 0, 0, 1, 13
rkrGstNormalized2GramDiceVariantMinMatchLength3, 0, 23, 2, 142, 357, 32, 2, 1, 5, 159
rkrGst5GramJaccardMinMatchLength3, 0, 36, 7, 411, 3326, 131, 12, 4, 10, 318
winnowing3GramDiceVariant, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstNormalizedShingle2DiceMinMatchLength3, 0, 4, 0, 25, 23, no result, 0, 0, 1, 10
rkrGstTokenDiceMinMatchLength1, 0, 2, 0, 18, 13, 6, 0, 0, 0, 6
rkrGst2GramOverlapMinMatchLength2, 0, 36, 4, 302, 1146, 162, 3, 3, 7, 267
overlapNormalized2Grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
diceVariant5Grams, 0, 2, 0, 9, 6, 3, 0, 0, 0, 3
rkrGstNormalized3GramJaccardMinMatchLength2, 0, 23, 3, 134, 339, 35, 2, 1, 4, 157
winnowingNormalized3GramOverlap, 0, 3, 0, 13, 8, 3, 0, 0, 0, 5
winnowingNormalizedShingle3Overlap, 0, 2, 0, 10, 7, no result, 0, 0, 0, no result
rkrGstNormalized5GramDiceVariantMinMatchLength3, 0, 24, 2, 185, 430, 45, 2, 1, 4, 159
dice5Grams, 0, 2, 0, 9, 6, 3, 0, 0, 0, 4
rkrGst3GramDiceVariantMinMatchLength3, 0, 34, 5, 302, 2241, 142, 4, 3, 8, 268
rkrGstNormalized2GramOverlapMinMatchLength1, 0, 23, 2, 162, 334, 35, 2, 1, 3, 150
winnowingNormalizedShingle3Jaccard, 0, 3, 0, 12, 9, no result, 0, 0, 0, no result
winnowingShingle3Dice, 0, no result, 0, 7, 4, no result, 0, 0, 0, no result
winnowing4GramJaccard, 0, 2, 0, 10, 8, 3, 0, 0, 0, 4
rkrGst2GramJaccardMinMatchLength1, 0, 37, 5, 307, 1147, 168, 3, 2, 7, 248
winnowingNormalized4GramOverlap, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
longestCommonSubsequence5GramFingerprintNormalized, 0, 4, 0, 39, 102, 8, 0, 0, 2, 29
cosineNormalized2GramsNormalizedTermFrequency, 0, 4, 0, 12, 7, 4, 0, 0, 1, 5
winnowingNormalized3GramDice, 0, 3, 0, 10, 9, 3, 0, 0, 1, 5
jaccardNormalizedShingles2, 0, 2, 0, 10, 7, no result, 0, 0, 1, 4
diceVariantNormalizedPadding3grams, 0, 4, 0, 10, 7, 3, 0, 0, 0, 4
rkrGstNormalized3GramJaccardMinMatchLength1, 0, 25, 2, 143, 349, 39, 2, 1, 4, 155
longestCommonSubsequence3GramFingerprint, 0, 3, 0, 20, 42, 6, 0, 0, 1, 10
rkrGst5GramOverlapMinMatchLength3, 0, 36, 6, 400, 3238, 131, 4, 5, 9, 310
optimalAlignmentShingle3FingerprintNormalized, 0, 3, 0, 12, 10, no result, 0, 0, 1, no result
rkrGstNormalizedShingle3DiceMinMatchLength2, 0, 4, 0, 29, 26, no result, 0, 0, 1, no result
rkrGstNormalized4GramOverlapMinMatchLength1, 0, 25, 2, 204, 362, 38, 2, 1, 4, 125
diceNormalized5Grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 4
rkrGstShingle3DiceMinMatchLength3, 0, no result, 0, 29, 27, no result, 0, 0, 1, no result
overlapNormalizedPadding2grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
longestCommonSubsequence2GramFingerprintNormalized, 0, 5, 0, 37, 99, 8, 0, 0, 2, 31
rkrGstNormalized3GramOverlapMinMatchLength2, 0, 21, 2, 163, 344, 34, 2, 1, 4, 153
rkrGstTokenOverlapMinMatchLength2, 0, 1, 0, 16, 14, 5, 0, 0, 0, 6
winnowing4GramDice, 0, 2, 0, 10, 8, 3, 0, 0, 0, 5
rkrGstNormalized5GramJaccardMinMatchLength3, 0, 26, 2, 159, 380, 37, 2, 3, 5, 146
overlapNormalizedShingles3, 0, 3, 0, 13, 7, no result, 0, 0, 0, no result
winnowingTokenDice, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
winnowingShingle2Jaccard, 0, 1, 0, 7, 4, no result, 0, 0, 0, 2
rkrGstNormalizedTokenDiceMinMatchLength1, 0, 2, 0, 17, 18, 7, 0, 0, 0, 7
diceNormalizedPadding5grams, 0, 3, 0, 10, 8, 5, 0, 0, 0, 5
cosineNormalizedShingle3NormalizedTermFrequency, 0, 5, 0, 12, 8, no result, 0, 0, 1, no result
cosineNormalized5GramsBool, 0, 5, 0, 17, 11, 6, 0, 0, 1, 7
rkrGstNormalized2GramDiceMinMatchLength2, 0, 21, 2, 127, 313, 33, 2, 1, 3, 152
diceVariantNormalized5Grams, 0, 4, 0, 12, 9, 4, 0, 0, 1, 5
jaccardNormalizedPadding2grams, 0, 3, 0, 10, 7, 3, 0, 0, 0, 4
rkrGstNormalized4GramDiceMinMatchLength2, 0, 23, 2, 146, 424, 42, 2, 1, 4, 127
rkrGst4GramDiceVariantMinMatchLength2, 0, 38, 6, 352, 3075, 146, 4, 3, 9, 299
dice3Grams, 0, 2, 0, 7, 6, 3, 0, 0, 0, 3
manhattanNormalized3Grams, 0, 5, 0, 13, 9, 5, 0, 0, 1, 6
winnowingShingle3Jaccard, 0, no result, 0, 7, 4, no result, 1, 0, 0, no result
diceVariantNormalizedShingles3, 0, 2, 0, 10, 7, no result, 0, 0, 0, no result
rkrGstNormalizedShingle3DiceVariantMinMatchLength3, 0, 4, 0, 31, 28, no result, 0, 0, 1, no result
optimalAlignment5GramFingerprintNormalized, 0, 10, 1, 94, 279, 18, 1, 0, 5, 76
winnowing2GramOverlap, 0, 2, 0, 9, 9, 3, 0, 0, 0, 4
overlap4Grams, 0, 2, 0, 8, 6, 2, 0, 0, 0, 3
damerauLevenshteinNormalized, 0, 29, 5, 317, 982, 61, 4, 2, 17, 238
winnowing2GramJaccard, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
overlapNormalized4Grams, 0, 3, 0, 10, 12, 3, 0, 0, 0, 5
rkrGst4GramOverlapMinMatchLength3, 0, 36, 5, 365, 3001, 147, 4, 5, 9, 287
rkrGst5GramDiceVariantMinMatchLength1, 0, 42, 6, 409, 3261, 135, 4, 3, 11, 308
rkrGstNormalizedTokenJaccardMinMatchLength2, 0, 2, 0, 18, 17, 8, 0, 0, 1, 8
winnowing4GramDiceVariant, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
jaccardShingles2, 0, 2, 0, 8, 6, no result, 0, 0, 0, 3
rkrGst3GramDiceVariantMinMatchLength1, 0, 42, 5, 355, 2562, 161, 4, 4, 9, 300
cosineNormalized5GramsTermFrequency, 0, 5, 0, 15, 10, 5, 0, 0, 1, 7
rkrGstNormalizedTokenOverlapMinMatchLength1, 0, 2, 0, 17, 13, 8, 0, 0, 0, 7
winnowing5GramJaccard, 0, 3, 0, 10, 9, 3, 0, 0, 0, 4
jaccardNormalized3Grams, 0, 3, 0, 11, 8, 3, 0, 0, 0, 6
cosineNormalizedTokensTermFrequency, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
diceNormalizedShingles3, 0, 2, 0, 11, 7, no result, 0, 0, 0, no result
rkrGstNormalizedShingle2DiceVariantMinMatchLength1, 0, 4, 0, 25, 27, no result, 0, 0, 1, 11
jaccardNormalizedTokens, 0, 3, 0, 10, 9, 3, 0, 0, 0, 4
rkrGstShingle2DiceVariantMinMatchLength3, 0, 3, 0, 25, 18, no result, 0, 0, 0, 9
diceTokens, 0, 0, 0, 3, 2, 5, 0, 0, 0, 1
rkrGstShingle3OverlapMinMatchLength3, 0, no result, 0, 27, 22, no result, 0, 0, 1, no result
manhattanNormalized4Grams, 0, 5, 0, 14, 10, 5, 0, 0, 1, 6
winnowingNormalized5GramJaccard, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
cosineNormalizedShingle3Bool, 0, 3, 0, 11, 8, no result, 0, 0, 1, no result
optimalAlignmentStandard, 0, 21, 3, 415, 1134, 116, 4, 2, 17, 223
longestCommonSubsequenceShingle3FingerprintNormalized, 0, 2, 0, 10, 8, no result, 0, 0, 0, no result
cosineNormalizedShingle2TermFrequency, 0, 3, 0, 11, 8, no result, 0, 0, 1, 5
winnowingNormalizedShingle3Dice, 0, 3, 0, 9, 7, no result, 0, 0, 0, no result
rkrGstNormalized3GramOverlapMinMatchLength3, 0, 23, 2, 130, 332, 32, 2, 1, 4, 149
rkrGst4GramDiceMinMatchLength2, 0, 35, 5, 354, 3005, 139, 4, 3, 8, 278
winnowingNormalizedShingle2Dice, 0, 2, 0, 9, 8, no result, 0, 0, 0, 3
rkrGst5GramOverlapMinMatchLength1, 0, 39, 7, 395, 3280, 141, 4, 3, 9, 304
overlapNormalizedPadding4grams, 0, 3, 0, 9, 10, 3, 0, 0, 0, 5
rkrGstNormalizedTokenOverlapMinMatchLength3, 0, 2, 1, 18, 12, 7, 0, 0, 0, 7
rkrGstNormalizedShingle3OverlapMinMatchLength1, 0, 4, 0, 28, 30, no result, 0, 0, 1, no result
rkrGstNormalizedShingle3OverlapMinMatchLength2, 0, 4, 0, 26, 28, no result, 0, 0, 1, no result
rkrGstNormalized2GramDiceMinMatchLength3, 0, 22, 2, 126, 370, 34, 2, 1, 4, 141
winnowingNormalized4GramDiceVariant, 0, 3, 0, 10, 10, 3, 0, 0, 0, 5
rkrGstTokenJaccardMinMatchLength1, 0, 2, 0, 18, 13, 7, 0, 0, 0, 9
diceVariantNormalized4Grams, 0, 3, 0, 9, 8, 3, 0, 0, 0, 5
rkrGstTokenDiceMinMatchLength2, 0, 1, 0, 16, 13, 6, 0, 0, 0, 7
diceShingles2, 0, 2, 0, 9, 9, no result, 0, 0, 2, 2
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 26, 2, 162, 409, 40, 3, 1, 4, 142
rkrGstNormalized2GramOverlapMinMatchLength3, 0, 21, 2, 123, 393, 32, 2, 1, 4, 138
rkrGstNormalized4GramDiceVariantMinMatchLength3, 0, 23, 2, 147, 349, 37, 2, 1, 4, 126
rkrGstNormalized2GramJaccardMinMatchLength1, 0, 24, 2, 138, 328, 37, 2, 1, 5, 155
dice2Grams, 0, 2, 0, 6, 5, 2, 0, 0, 0, 4
winnowingNormalizedTokenDice, 0, 1, 0, 4, 3, 1, 0, 0, 0, 2
rkrGstShingle3DiceMinMatchLength1, 0, no result, 0, 29, 24, no result, 0, 0, 1, no result
winnowingNormalizedTokenJaccard, 0, 1, 0, 4, 3, 1, 0, 0, 0, 1
rkrGstNormalized5GramDiceMinMatchLength3, 0, 23, 3, 158, 375, 35, 2, 1, 4, 137
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0, 4, 0, 26, 24, no result, 0, 0, 1, 11
diceVariantNormalizedTokens, 0, 1, 0, 4, 3, 1, 0, 0, 0, 1
rkrGst4GramJaccardMinMatchLength1, 0, 41, 5, 362, 3140, 150, 4, 3, 9, 289
diceNormalizedShingles2, 0, 2, 0, 9, 7, no result, 0, 0, 0, 4
rkrGstNormalized2GramDiceVariantMinMatchLength2, 0, 22, 2, 126, 326, 32, 2, 1, 4, 145
diceVariantNormalized3Grams, 0, 3, 0, 13, 9, 3, 0, 0, 1, 5
diceVariantNormalized2Grams, 0, 4, 0, 12, 8, 4, 0, 0, 1, 5
rkrGstNormalized5GramOverlapMinMatchLength3, 0, 23, 2, 157, 380, 38, 2, 1, 4, 139
rkrGstShingle3DiceVariantMinMatchLength1, 0, no result, 0, 29, 25, no result, 0, 0, 1, no result
rkrGst4GramDiceVariantMinMatchLength3, 0, 36, 5, 381, 3014, 140, 3, 3, 10, 291
cosineNormalizedShingle2Bool, 0, 3, 0, 10, 9, no result, 0, 0, 1, 4
rkrGst5GramDiceVariantMinMatchLength3, 0, 36, 6, 395, 3374, 135, 4, 5, 9, 299
winnowing2GramDice, 0, 2, 0, 9, 8, 4, 0, 0, 0, 4
dice4Grams, 0, 2, 0, 8, 6, 3, 0, 0, 0, 3
rkrGst2GramJaccardMinMatchLength2, 0, 34, 6, 272, 1152, 162, 3, 3, 8, 248
diceVariant3Grams, 0, 2, 0, 7, 5, 2, 0, 0, 0, 3
optimalAlignmentShingle2FingerprintNormalized, 0, 3, 0, 11, 10, no result, 0, 0, 1, 4
rkrGst2GramDiceMinMatchLength1, 0, 37, 5, 319, 1169, 169, 3, 2, 7, 274
rkrGst3GramDiceMinMatchLength1, 0, 35, 5, 306, 2347, 146, 3, 3, 8, 276
optimalAlignment3GramFingerprintNormalized, 0, 10, 1, 91, 268, 18, 1, 0, 5, 77
rkrGstNormalized3GramDiceMinMatchLength2, 0, 22, 2, 131, 332, 34, 2, 2, 5, 156
rkrGstTokenOverlapMinMatchLength3, 0, 2, 0, 20, 15, 7, 0, 0, 0, 7
winnowingNormalized2GramJaccard, 0, 3, 0, 10, 10, 5, 0, 0, 1, 6
rkrGstNormalizedShingle2OverlapMinMatchLength3, 0, 4, 0, 23, 23, no result, 0, 0, 1, 11
winnowingShingle2Dice, 0, 1, 0, 6, 4, no result, 0, 0, 0, 3
cosineNormalized3GramsNormalizedTermFrequency, 0, 6, 0, 17, 9, 5, 0, 0, 1, 7
winnowing3GramDice, 0, 3, 0, 12, 10, 4, 0, 0, 0, 5
rkrGst2GramJaccardMinMatchLength3, 0, 34, 6, 291, 1265, 158, 3, 2, 9, 280
jaccardNormalizedShingles3, 0, 3, 0, 10, 7, no result, 0, 0, 1, no result
diceNormalizedTokens, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
winnowingShingle3DiceVariant, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
rkrGstNormalized4GramDiceMinMatchLength1, 0, 24, 3, 150, 345, 39, 2, 1, 5, 131
overlapNormalized5Grams, 0, 3, 0, 9, 8, 3, 0, 0, 0, 4
jaccardNormalizedPadding5grams, 0, 5, 0, 14, 10, 5, 0, 0, 1, 6
winnowingNormalized4GramJaccard, 0, 4, 0, 11, 9, 3, 0, 0, 0, 5
diceVariantNormalizedPadding5grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
diceNormalizedPadding4grams, 0, 3, 0, 9, 8, 3, 0, 0, 0, 4
jaccardNormalized2Grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
rkrGst2GramOverlapMinMatchLength1, 0, 36, 6, 287, 1178, 163, 3, 2, 8, 244
rkrGstShingle2JaccardMinMatchLength3, 0, 3, 0, 32, 37, no result, 0, 0, 1, 10
jaccardNormalized5Grams, 0, 4, 0, 13, 10, 4, 0, 0, 1, 5
rkrGstShingle3JaccardMinMatchLength1, 0, no result, 0, 35, 36, no result, 0, 0, 2, no result
rkrGstNormalizedShingle3DiceMinMatchLength3, 0, 4, 0, 27, 28, no result, 0, 0, 1, no result
rkrGstNormalizedShingle2DiceVariantMinMatchLength2, 0, 4, 0, 27, 27, no result, 0, 0, 3, 15
rkrGst3GramDiceVariantMinMatchLength2, 0, 49, 5, 311, 2308, 150, 4, 3, 8, 276
rkrGstNormalizedShingle2JaccardMinMatchLength1, 0, 4, 0, 26, 27, no result, 0, 0, 1, 12
manhattanNormalizedShingles2, 0, 3, 0, 12, 7, no result, 0, 0, 0, 4
diceVariantTokens, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1
diceVariantShingles3, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
rkrGstNormalizedShingle2OverlapMinMatchLength1, 0, 4, 0, 25, 26, no result, 0, 0, 1, 11
winnowingNormalized5GramDiceVariant, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
manhattanNormalized2Grams, 0, 4, 0, 11, 7, 4, 0, 0, 1, 5
optimalAlignmentNormalized, 0, 21, 3, 211, 572, 44, 3, 1, 12, 166
diceVariantNormalizedShingles2, 0, 3, 0, 9, 7, no result, 0, 0, 0, 4
rkrGstNormalizedTokenDiceVariantMinMatchLength2, 0, 2, 0, 17, 13, 6, 0, 0, 0, 7
overlap2Grams, 0, 2, 0, 7, 5, 2, 0, 0, 0, 3
cosineNormalizedShingle2NormalizedTermFrequency, 0, 3, 0, 10, 7, no result, 0, 0, 0, 4
cosineNormalizedShingle3TermFrequency, 0, 3, 0, 14, 8, no result, 0, 0, 1, no result
cosineNormalized3GramsTermFrequency, 0, 7, 0, 18, 14, 5, 0, 0, 1, 6
winnowing5GramOverlap, 0, 3, 0, 14, 8, 3, 0, 0, 0, 5
rkrGstNormalized5GramDiceVariantMinMatchLength2, 0, 24, 2, 157, 371, 37, 2, 1, 4, 132
rkrGst2GramDiceMinMatchLength3, 0, 36, 6, 272, 1141, 154, 3, 2, 7, 238
