max time for a PostVersionList measured (text), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
winnowingShingle2Jaccard, 0, 11, 0, 0, 2, no result, 2, 0, 1, 0
rkrGstNormalized2GramOverlapMinMatchLength3, 0, 499, 16, 3, 55, 1, 57, 0, 39, 3
cosineNormalized4GramsNormalizedTermFrequency, 0, 35, 3, 1, 5, 0, 7, 0, 6, 1
cosineNormalizedShingle3NormalizedTermFrequency, 0, 27, 2, 2, 6, no result, 5, 0, 4, no result
winnowingNormalizedShingle2Overlap, 0, 23, 1, 1, 4, no result, 5, 0, 3, 0
rkrGst2GramOverlapMinMatchLength2, 0, 628, 22, 5, 75, 1, 81, 0, 53, 4
rkrGstNormalizedShingle2OverlapMinMatchLength2, 0, 82, 4, 1, 12, no result, 14, 0, 8, 0
rkrGst2GramDiceMinMatchLength3, 0, 613, 19, 4, 67, 2, 67, 0, 50, 3
rkrGstTokenJaccardMinMatchLength1, 0, 54, 1, 0, 8, 0, 7, 0, 5, 0
rkrGstTokenJaccardMinMatchLength3, 0, 45, 1, 0, 7, 0, 6, 0, 5, 0
optimalAlignment3GramFingerprintNormalized, 0, 202, 12, 1, 21, 0, 45, 0, 23, 1
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0, 77, 3, 1, 13, no result, 15, 0, 9, 1
winnowingNormalized2GramDice, 0, 18, 1, 2, 3, 0, 4, 0, 2, 0
rkrGstTokenDiceMinMatchLength2, 0, 44, 1, 0, 7, 0, 6, 0, 4, 0
rkrGstNormalized4GramOverlapMinMatchLength2, 0, 538, 17, 4, 52, 1, 61, 0, 43, 3
diceNormalizedPadding5grams, 0, 24, 2, 1, 3, 0, 4, 0, 3, 0
winnowingNormalized5GramJaccard, 0, 19, 1, 0, 3, 0, 6, 0, 3, 0
winnowing2GramOverlap, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
cosineNormalizedShingle3Bool, 0, 28, 2, 1, 5, no result, 5, 0, 4, no result
winnowingNormalized4GramDice, 0, 19, 1, 0, 3, 0, 4, 0, 2, 0
overlapNormalizedPadding3grams, 0, 20, 1, 0, 3, 0, 4, 0, 2, 0
longestCommonSubsequence2GramFingerprint, 0, 41, 3, 2, 6, 0, 9, 0, 6, 0
manhattanNormalizedTokens, 0, 10, 0, 0, 2, 0, 2, 0, 2, 0
rkrGstNormalized4GramDiceVariantMinMatchLength1, 0, 597, 18, 4, 56, 1, 65, 0, 45, 4
winnowingTokenDiceVariant, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0
rkrGstNormalized5GramJaccardMinMatchLength3, 0, 562, 18, 4, 56, 1, 66, 0, 48, 4
rkrGstNormalized5GramOverlapMinMatchLength2, 0, 558, 17, 4, 56, 1, 64, 0, 46, 3
rkrGst2GramDiceVariantMinMatchLength3, 0, 597, 18, 4, 67, 1, 67, 0, 50, 4
rkrGstNormalizedShingle3DiceMinMatchLength2, 0, 85, 4, 1, 15, no result, 16, 0, 11, no result
optimalAlignment2GramFingerprintNormalized, 0, 183, 12, 1, 21, 0, 44, 0, 21, 1
rkrGstShingle3DiceVariantMinMatchLength2, 0, no result, 2, 0, 11, no result, 10, 0, 7, no result
rkrGstNormalized3GramDiceVariantMinMatchLength2, 0, 510, 17, 4, 50, 1, 60, 0, 42, 3
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 630, 19, 4, 61, 2, 70, 0, 50, 4
rkrGstShingle3OverlapMinMatchLength2, 0, no result, 2, 0, 13, no result, 10, 0, 7, no result
rkrGstNormalized2GramDiceMinMatchLength1, 0, 512, 16, 4, 50, 1, 58, 0, 39, 3
cosineNormalized4GramsBool, 0, 34, 2, 1, 5, 0, 7, 0, 5, 1
longestCommonSubsequence2GramFingerprintNormalized, 0, 75, 5, 0, 9, 0, 17, 0, 9, 0
rkrGst3GramJaccardMinMatchLength2, 0, 657, 20, 4, 73, 2, 72, 0, 53, 4
winnowingNormalized4GramDiceVariant, 0, 20, 1, 1, 3, 0, 5, 0, 2, 0
overlapTokens, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
rkrGstShingle2JaccardMinMatchLength2, 0, 59, 2, 1, 10, no result, 9, 0, 6, 0
diceVariantShingles3, 0, no result, 0, 0, 2, no result, 2, 0, 1, no result
rkrGstNormalizedShingle3JaccardMinMatchLength3, 0, 86, 4, 1, 14, no result, 22, 0, 10, no result
rkrGstNormalized4GramJaccardMinMatchLength2, 0, 555, 18, 4, 51, 1, 62, 0, 45, 3
diceVariantNormalizedPadding3grams, 0, 19, 1, 1, 3, 0, 4, 0, 4, 0
dice3Grams, 0, 13, 1, 0, 3, 0, 3, 0, 2, 0
rkrGst5GramOverlapMinMatchLength2, 0, 759, 20, 4, 81, 2, 79, 0, 56, 4
cosineNormalized5GramsBool, 0, 35, 2, 1, 6, 0, 7, 0, 5, 1
diceShingles2, 0, 12, 0, 0, 2, no result, 2, 0, 3, 0
manhattanNormalized2Grams, 0, 22, 2, 1, 4, 0, 5, 0, 4, 1
rkrGstNormalizedTokenJaccardMinMatchLength2, 0, 55, 2, 0, 8, 0, 6, 0, 5, 0
rkrGstShingle2DiceVariantMinMatchLength3, 0, 58, 2, 0, 11, no result, 9, 0, 6, 0
rkrGst3GramOverlapMinMatchLength2, 0, 686, 19, 4, 69, 2, 88, 0, 56, 4
rkrGst5GramOverlapMinMatchLength3, 0, 864, 24, 4, 90, 2, 79, 0, 58, 4
rkrGstNormalizedShingle3DiceVariantMinMatchLength1, 0, 92, 5, 1, 17, no result, 19, 0, 10, no result
jaccardNormalizedShingles2, 0, 25, 1, 1, 4, no result, 5, 0, 3, 0
overlapNormalized2Grams, 0, 18, 1, 0, 3, 0, 3, 0, 2, 0
rkrGst2GramDiceMinMatchLength2, 0, 642, 19, 4, 85, 1, 67, 0, 49, 4
rkrGstTokenOverlapMinMatchLength1, 0, 49, 1, 0, 8, 0, 7, 0, 4, 0
longestCommonSubsequence5GramFingerprintNormalized, 0, 76, 5, 0, 9, 0, 18, 0, 8, 0
rkrGst2GramJaccardMinMatchLength1, 0, 635, 22, 5, 72, 2, 74, 0, 52, 4
diceNormalizedShingles3, 0, 23, 1, 1, 4, no result, 7, 0, 4, no result
jaccardNormalizedShingles3, 0, 28, 2, 1, 5, no result, 5, 0, 4, no result
overlapNormalizedShingles2, 0, 23, 1, 1, 4, no result, 4, 0, 3, 0
rkrGstNormalizedShingle2OverlapMinMatchLength3, 0, 81, 4, 1, 14, no result, 16, 0, 9, 1
rkrGstNormalizedShingle3OverlapMinMatchLength1, 0, 126, 5, 1, 16, no result, 19, 0, 11, no result
diceVariant4Grams, 0, 17, 1, 1, 3, 0, 3, 0, 2, 0
rkrGst4GramDiceVariantMinMatchLength2, 0, 731, 22, 5, 74, 2, 76, 0, 54, 4
rkrGst5GramDiceMinMatchLength3, 0, 729, 20, 4, 77, 2, 80, 0, 57, 5
rkrGst4GramDiceMinMatchLength1, 0, 746, 21, 5, 80, 2, 83, 0, 60, 4
manhattanNormalized4Grams, 0, 33, 2, 1, 6, 0, 7, 0, 5, 1
rkrGst3GramOverlapMinMatchLength1, 0, 696, 21, 5, 77, 2, 83, 0, 56, 4
winnowing3GramJaccard, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
rkrGstNormalizedShingle3DiceMinMatchLength3, 0, 92, 4, 1, 14, no result, 17, 0, 10, no result
rkrGstNormalizedShingle2DiceMinMatchLength3, 0, 76, 3, 1, 12, no result, 14, 0, 8, 1
winnowingNormalizedShingle3DiceVariant, 0, 23, 1, 1, 4, no result, 6, 0, 3, no result
rkrGstNormalized3GramDiceVariantMinMatchLength1, 0, 539, 18, 4, 54, 1, 64, 0, 44, 4
optimalAlignment4GramFingerprint, 0, 241, 14, 1, 30, 0, 61, 0, 28, 1
damerauLevenshteinNormalized, 0, 580, 35, 2, 89, 1, 142, 0, 68, 5
optimalAlignment5GramFingerprintNormalized, 0, 181, 12, 1, 21, 0, 45, 0, 21, 1
rkrGstNormalized3GramDiceMinMatchLength1, 0, 544, 20, 4, 53, 1, 72, 0, 49, 4
winnowingShingle2Dice, 0, 11, 0, 0, 2, no result, 2, 0, 1, 0
winnowingNormalized3GramJaccard, 0, 20, 1, 0, 3, 0, 4, 0, 3, 0
rkrGst2GramJaccardMinMatchLength2, 0, 617, 23, 6, 67, 2, 69, 0, 51, 4
rkrGstNormalized3GramOverlapMinMatchLength1, 0, 543, 17, 4, 53, 2, 62, 0, 45, 3
rkrGstTokenOverlapMinMatchLength3, 0, 42, 1, 0, 7, 0, 6, 0, 4, 0
rkrGstNormalizedTokenDiceMinMatchLength2, 0, 49, 1, 0, 8, 0, 6, 0, 6, 0
diceVariantTokens, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0
winnowingNormalizedShingle3Jaccard, 0, 24, 1, 1, 4, no result, 5, 0, 3, no result
rkrGstNormalized3GramOverlapMinMatchLength3, 0, 516, 16, 3, 49, 1, 61, 0, 41, 3
winnowingTokenDice, 0, 5, 0, 0, 1, 0, 1, 0, 0, 0
rkrGstTokenOverlapMinMatchLength2, 0, 43, 1, 0, 7, 0, 6, 0, 4, 0
optimalAlignment4GramFingerprintNormalized, 0, 183, 12, 1, 21, 0, 43, 0, 21, 1
rkrGstNormalized4GramDiceVariantMinMatchLength3, 0, 549, 18, 4, 53, 2, 63, 0, 42, 4
manhattanNormalizedShingles3, 0, 32, 2, 1, 5, no result, 5, 0, 4, no result
rkrGst2GramJaccardMinMatchLength3, 0, 637, 21, 5, 72, 2, 69, 0, 58, 5
rkrGstNormalized5GramOverlapMinMatchLength3, 0, 586, 18, 4, 56, 1, 64, 0, 50, 4
rkrGstNormalizedShingle3OverlapMinMatchLength3, 0, 92, 4, 1, 14, no result, 17, 0, 10, no result
rkrGst2GramOverlapMinMatchLength3, 0, 602, 19, 4, 68, 2, 82, 0, 57, 4
winnowingNormalizedTokenDiceVariant, 0, 8, 0, 0, 2, 0, 1, 0, 1, 0
rkrGstNormalized2GramJaccardMinMatchLength3, 0, 505, 17, 4, 50, 1, 57, 0, 40, 3
longestCommonSubsequence5GramFingerprint, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
cosineNormalized3GramsTermFrequency, 0, 34, 2, 1, 5, 0, 6, 0, 4, 1
rkrGstNormalized2GramOverlapMinMatchLength2, 0, 505, 16, 3, 48, 1, 57, 0, 40, 3
overlapNormalized3Grams, 0, 19, 1, 0, 3, 0, 3, 0, 2, 0
rkrGstShingle3JaccardMinMatchLength1, 0, no result, 3, 1, 14, no result, 12, 0, 8, no result
cosineNormalized3GramsNormalizedTermFrequency, 0, 29, 2, 1, 5, 0, 6, 0, 4, 1
rkrGstNormalized5GramDiceMinMatchLength3, 0, 581, 22, 4, 68, 2, 71, 0, 54, 4
jaccardTokens, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0
longestCommonSubsequence4GramFingerprintNormalized, 0, 93, 5, 1, 12, 0, 18, 0, 9, 0
rkrGstShingle3JaccardMinMatchLength3, 0, no result, 2, 1, 12, no result, 14, 0, 9, no result
diceVariant5Grams, 0, 20, 1, 0, 2, 0, 3, 0, 2, 0
rkrGst5GramJaccardMinMatchLength1, 0, 902, 21, 7, 107, 2, 87, 0, 62, 4
rkrGst4GramJaccardMinMatchLength2, 0, 701, 21, 4, 73, 2, 79, 0, 57, 4
diceNormalized2Grams, 0, 16, 1, 0, 3, 0, 3, 0, 2, 0
rkrGstShingle3OverlapMinMatchLength1, 0, no result, 2, 1, 14, no result, 11, 0, 8, no result
cosineNormalizedShingle3TermFrequency, 0, 26, 2, 1, 5, no result, 7, 0, 4, no result
cosineNormalized3GramsBool, 0, 29, 2, 1, 5, 0, 6, 0, 4, 1
rkrGstNormalizedShingle2DiceMinMatchLength2, 0, 74, 3, 1, 12, no result, 14, 0, 8, 1
rkrGstShingle2DiceVariantMinMatchLength1, 0, 61, 2, 1, 11, no result, 9, 0, 6, 0
longestCommonSubsequenceNormalized, 0, 187, 10, 1, 26, 0, 39, 0, 19, 1
rkrGst4GramOverlapMinMatchLength3, 0, 728, 22, 5, 72, 4, 80, 0, 56, 4
rkrGstShingle2OverlapMinMatchLength3, 0, 60, 2, 0, 10, no result, 9, 0, 7, 0
winnowingTokenOverlap, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0
rkrGstNormalizedTokenJaccardMinMatchLength3, 0, 56, 2, 1, 9, 0, 6, 0, 5, 0
rkrGstNormalized5GramJaccardMinMatchLength1, 0, 631, 20, 5, 67, 2, 72, 0, 51, 4
jaccardShingles3, 0, no result, 0, 0, 2, no result, 2, 0, 2, no result
jaccardNormalized2Grams, 0, 20, 2, 1, 3, 0, 3, 0, 3, 0
longestCommonSubsequenceShingle2Fingerprint, 0, 12, 0, 0, 3, no result, 4, 0, 3, 0
rkrGst3GramDiceVariantMinMatchLength2, 0, 663, 21, 4, 73, 1, 70, 0, 58, 4
rkrGstShingle3OverlapMinMatchLength3, 0, no result, 2, 1, 12, no result, 11, 0, 7, no result
diceNormalizedPadding2grams, 0, 16, 1, 0, 2, 0, 3, 0, 2, 0
rkrGstNormalized2GramDiceVariantMinMatchLength2, 0, 532, 16, 4, 48, 1, 58, 0, 39, 3
overlap2Grams, 0, 11, 1, 0, 2, 0, 2, 0, 1, 0
diceVariantShingles2, 0, 11, 0, 0, 2, no result, 2, 0, 1, 0
winnowing3GramOverlap, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
rkrGst4GramDiceVariantMinMatchLength1, 0, 746, 23, 7, 81, 2, 85, 0, 59, 4
rkrGstNormalized4GramDiceVariantMinMatchLength2, 0, 546, 18, 3, 55, 1, 61, 0, 43, 4
rkrGst4GramJaccardMinMatchLength1, 0, 775, 22, 5, 81, 2, 86, 0, 59, 4
winnowingNormalized3GramDice, 0, 19, 1, 0, 3, 0, 4, 0, 2, 0
longestCommonSubsequenceStandard, 0, 168, 9, 0, 23, 0, 39, 0, 19, 1
jaccardNormalizedTokens, 0, 22, 1, 0, 4, 0, 6, 0, 3, 0
winnowing4GramDiceVariant, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
jaccard3Grams, 0, 15, 1, 0, 3, 0, 3, 0, 2, 0
cosineNormalized2GramsBool, 0, 22, 2, 1, 4, 0, 4, 0, 3, 0
jaccardNormalized5Grams, 0, 24, 1, 1, 4, 0, 5, 0, 3, 0
rkrGstNormalized5GramDiceVariantMinMatchLength3, 0, 608, 18, 3, 57, 1, 67, 0, 45, 4
rkrGst5GramDiceMinMatchLength2, 0, 738, 20, 4, 75, 2, 79, 0, 58, 4
optimalAlignmentStandard, 0, 399, 24, 1, 49, 0, 103, 0, 48, 2
rkrGst5GramDiceVariantMinMatchLength3, 0, 745, 20, 4, 78, 2, 89, 0, 60, 4
rkrGstNormalizedTokenJaccardMinMatchLength1, 0, 55, 2, 0, 9, 0, 7, 0, 5, 0
rkrGstNormalized4GramJaccardMinMatchLength1, 0, 588, 20, 4, 55, 2, 69, 0, 48, 4
rkrGstNormalizedShingle2DiceMinMatchLength1, 0, 80, 3, 1, 13, no result, 15, 0, 9, 1
rkrGstShingle3DiceVariantMinMatchLength3, 0, no result, 2, 0, 11, no result, 12, 0, 7, no result
overlapShingles3, 0, no result, 0, 0, 2, no result, 2, 0, 1, no result
diceNormalized4Grams, 0, 20, 1, 0, 3, 0, 4, 0, 3, 0
rkrGst4GramDiceMinMatchLength2, 0, 703, 20, 4, 80, 2, 77, 0, 55, 4
rkrGst2GramDiceVariantMinMatchLength2, 0, 610, 19, 4, 66, 2, 70, 0, 54, 4
rkrGst3GramOverlapMinMatchLength3, 0, 722, 25, 5, 74, 2, 72, 0, 52, 4
cosineNormalized2GramsNormalizedTermFrequency, 0, 23, 3, 1, 4, 0, 5, 0, 3, 1
winnowingTokenJaccard, 0, 6, 0, 0, 1, 0, 1, 0, 0, 0
rkrGstShingle2DiceVariantMinMatchLength2, 0, 58, 2, 0, 10, no result, 10, 0, 6, 0
winnowingNormalized2GramJaccard, 0, 21, 1, 1, 5, 0, 5, 0, 3, 0
optimalAlignment3GramFingerprint, 0, 238, 14, 1, 30, 0, 58, 0, 28, 1
overlapShingles2, 0, 11, 0, 0, 2, no result, 2, 0, 1, 0
rkrGst4GramDiceMinMatchLength3, 0, 734, 20, 4, 74, 2, 81, 0, 57, 4
longestCommonSubsequenceShingle2FingerprintNormalized, 0, 22, 1, 1, 4, no result, 5, 0, 3, 0
rkrGstShingle3DiceMinMatchLength3, 0, no result, 2, 0, 11, no result, 12, 0, 7, no result
diceVariantNormalizedPadding5grams, 0, 20, 1, 1, 3, 0, 4, 0, 3, 0
dice2Grams, 0, 14, 1, 0, 3, 0, 2, 0, 1, 0
rkrGstNormalized4GramOverlapMinMatchLength1, 0, 599, 20, 4, 55, 1, 67, 0, 44, 4
rkrGstNormalizedTokenDiceVariantMinMatchLength2, 0, 49, 2, 1, 9, 0, 6, 0, 5, 0
winnowingNormalizedTokenOverlap, 0, 9, 0, 0, 1, 0, 2, 0, 2, 0
rkrGstNormalized2GramJaccardMinMatchLength2, 0, 513, 16, 4, 50, 1, 65, 0, 42, 3
optimalAlignment5GramFingerprint, 0, 248, 15, 1, 30, 0, 55, 0, 28, 1
winnowing5GramDice, 0, 16, 1, 0, 2, 0, 3, 0, 2, 0
winnowingNormalized5GramOverlap, 0, 23, 1, 1, 4, 0, 4, 0, 3, 0
winnowing5GramDiceVariant, 0, 16, 1, 0, 2, 0, 3, 0, 2, 0
rkrGstNormalized4GramOverlapMinMatchLength3, 0, 542, 18, 3, 51, 1, 61, 0, 43, 3
winnowingNormalizedShingle2DiceVariant, 0, 21, 1, 1, 4, no result, 5, 0, 3, 0
rkrGst5GramDiceVariantMinMatchLength1, 0, 796, 22, 5, 90, 2, 94, 0, 71, 5
rkrGstNormalizedShingle3DiceVariantMinMatchLength3, 0, 86, 4, 1, 14, no result, 17, 0, 10, no result
rkrGstNormalized3GramJaccardMinMatchLength1, 0, 569, 19, 5, 55, 1, 63, 0, 46, 3
rkrGst4GramOverlapMinMatchLength2, 0, 701, 21, 6, 84, 2, 80, 0, 57, 4
rkrGstTokenDiceMinMatchLength3, 0, 43, 1, 0, 7, 0, 10, 0, 4, 0
rkrGstShingle3DiceMinMatchLength1, 0, no result, 4, 1, 15, no result, 11, 0, 7, no result
rkrGstShingle2DiceMinMatchLength1, 0, 64, 2, 1, 10, no result, 9, 0, 6, 0
winnowingShingle2DiceVariant, 0, 11, 0, 1, 2, no result, 2, 0, 1, 0
optimalAlignment2GramFingerprint, 0, 250, 15, 1, 31, 0, 57, 0, 28, 1
rkrGstNormalized4GramDiceMinMatchLength3, 0, 552, 17, 4, 50, 2, 61, 0, 43, 3
rkrGst2GramDiceMinMatchLength1, 0, 633, 21, 5, 71, 2, 70, 0, 51, 4
jaccardNormalized4Grams, 0, 29, 2, 1, 4, 0, 5, 0, 3, 1
rkrGst3GramDiceMinMatchLength3, 0, 669, 19, 4, 70, 2, 70, 0, 51, 4
jaccardShingles2, 0, 14, 0, 0, 2, no result, 4, 0, 2, 0
rkrGstShingle2JaccardMinMatchLength1, 0, 76, 2, 1, 11, no result, 10, 0, 7, 0
cosineNormalizedTokensNormalizedTermFrequency, 0, 11, 2, 0, 2, 0, 2, 0, 1, 0
rkrGstNormalized2GramDiceMinMatchLength3, 0, 492, 19, 4, 50, 1, 65, 0, 44, 4
overlapNormalized4Grams, 0, 21, 1, 0, 3, 0, 4, 0, 3, 0
rkrGstNormalizedShingle3JaccardMinMatchLength1, 0, 93, 4, 1, 16, no result, 17, 0, 10, no result
jaccardNormalized3Grams, 0, 20, 1, 1, 3, 0, 4, 0, 3, 0
rkrGstNormalizedTokenOverlapMinMatchLength1, 0, 56, 2, 0, 9, 0, 7, 0, 5, 0
rkrGstNormalized5GramDiceMinMatchLength1, 0, 644, 19, 4, 60, 2, 74, 0, 50, 4
cosineNormalized2GramsTermFrequency, 0, 23, 2, 1, 4, 0, 5, 0, 3, 1
optimalAlignmentShingle2FingerprintNormalized, 0, 28, 1, 1, 5, no result, 6, 0, 3, 0
winnowingNormalizedTokenDice, 0, 9, 0, 0, 1, 0, 1, 0, 1, 0
rkrGstShingle2DiceMinMatchLength2, 0, 60, 2, 0, 10, no result, 9, 0, 6, 0
rkrGst3GramJaccardMinMatchLength3, 0, 669, 27, 9, 75, 2, 74, 0, 53, 4
damerauLevenshteinStandard, 0, 578, 33, 2, 69, 1, 136, 0, 64, 3
overlapNormalizedPadding2grams, 0, 17, 1, 0, 3, 0, 3, 0, 2, 0
diceNormalized5Grams, 0, 19, 1, 0, 3, 0, 4, 0, 3, 0
rkrGst4GramOverlapMinMatchLength1, 0, 763, 21, 5, 79, 2, 82, 0, 57, 4
overlap3Grams, 0, 13, 1, 0, 2, 0, 2, 0, 2, 0
manhattanNormalized5Grams, 0, 36, 2, 1, 6, 0, 6, 0, 4, 1
rkrGstNormalized4GramJaccardMinMatchLength3, 0, 546, 18, 4, 52, 1, 62, 0, 44, 3
diceVariant2Grams, 0, 11, 1, 0, 2, 0, 3, 0, 1, 0
winnowingNormalized5GramDiceVariant, 0, 20, 1, 1, 3, 0, 4, 0, 3, 0
overlapNormalized5Grams, 0, 21, 1, 0, 3, 0, 4, 0, 2, 0
manhattanNormalized3Grams, 0, 30, 2, 1, 5, 2, 6, 0, 4, 1
rkrGstNormalized5GramDiceMinMatchLength2, 0, 572, 19, 4, 57, 2, 74, 0, 50, 4
optimalAlignmentShingle2Fingerprint, 0, 15, 2, 0, 3, no result, 2, 0, 2, 0
rkrGstShingle3DiceMinMatchLength2, 0, no result, 3, 1, 15, no result, 12, 0, 8, no result
overlap5Grams, 0, 15, 1, 0, 2, 0, 3, 0, 2, 0
winnowingShingle3Dice, 0, no result, 1, 1, 3, no result, 3, 0, 2, no result
rkrGstNormalizedTokenDiceMinMatchLength3, 0, 59, 1, 0, 8, 0, 7, 0, 6, 0
winnowingShingle3Overlap, 0, no result, 1, 0, 3, no result, 3, 0, 2, no result
cosineNormalizedTokensTermFrequency, 0, 11, 0, 0, 2, 0, 2, 0, 2, 0
jaccardNormalizedPadding5grams, 0, 29, 2, 1, 5, 0, 5, 0, 3, 0
rkrGstTokenDiceVariantMinMatchLength3, 0, 44, 1, 0, 7, 0, 6, 0, 4, 0
rkrGstNormalizedShingle2DiceVariantMinMatchLength1, 0, 98, 5, 2, 14, no result, 16, 0, 11, 1
overlapNormalizedPadding4grams, 0, 25, 2, 1, 4, 0, 4, 0, 3, 0
