max time for a PostVersionList measured (code), p_140861, p_326440, p_1109108, p_2581754, p_3145655, p_3758880, p_5445161, p_5599842, p_9855338, p_26196831
diceVariantNormalizedPadding4grams, 0, 3, 0, 10, 7, 3, 0, 0, 0, 6
jaccardShingles3, 0, no result, 0, 8, 8, no result, 0, 0, 0, no result
cosineNormalized4GramsBool, 0, 5, 0, 15, 10, 5, 0, 0, 1, 6
cosineNormalized5GramsBool, 0, 5, 0, 16, 11, 5, 0, 0, 1, 7
rkrGstNormalized2GramJaccardMinMatchLength2, 0, 22, 2, 132, 336, 34, 2, 1, 5, 151
optimalAlignment5GramFingerprintNormalized, 0, 9, 1, 92, 268, 18, 1, 0, 5, 79
rkrGst2GramOverlapMinMatchLength1, 0, 42, 7, 292, 1179, 166, 3, 2, 7, 244
rkrGstNormalizedShingle3JaccardMinMatchLength2, 0, 4, 0, 30, 29, no result, 0, 0, 2, no result
rkrGstNormalizedTokenDiceVariantMinMatchLength3, 0, 2, 0, 17, 14, 6, 0, 0, 0, 7
rkrGstNormalized4GramDiceVariantMinMatchLength3, 0, 27, 2, 150, 344, 36, 4, 1, 4, 126
overlapNormalizedPadding5grams, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
rkrGstNormalized5GramJaccardMinMatchLength3, 0, 25, 2, 186, 386, 38, 2, 1, 5, 134
rkrGstShingle3DiceMinMatchLength1, 0, no result, 0, 30, 27, no result, 0, 0, 1, no result
rkrGstShingle3JaccardMinMatchLength1, 0, no result, 0, 32, 30, no result, 0, 0, 1, no result
jaccard5Grams, 0, 3, 0, 11, 7, 3, 0, 0, 0, 4
optimalAlignment3GramFingerprint, 0, 14, 2, 240, 652, 61, 2, 1, 11, 138
winnowing2GramDice, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
rkrGstNormalized2GramJaccardMinMatchLength3, 0, 22, 2, 125, 317, 34, 2, 1, 4, 146
overlapNormalized3Grams, 0, 4, 0, 9, 8, 3, 0, 0, 0, 4
optimalAlignment4GramFingerprintNormalized, 0, 11, 1, 91, 285, 20, 1, 0, 5, 77
winnowingNormalized4GramOverlap, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
rkrGst5GramDiceVariantMinMatchLength1, 0, 41, 6, 400, 3171, 141, 5, 4, 10, 335
rkrGstNormalizedShingle2JaccardMinMatchLength1, 0, 6, 0, 43, 38, no result, 0, 0, 1, 13
optimalAlignmentNormalized, 0, 17, 2, 205, 559, 47, 3, 2, 15, 188
rkrGstNormalizedTokenDiceMinMatchLength3, 0, 2, 0, 20, 13, 6, 0, 0, 0, 8
rkrGstShingle3DiceMinMatchLength2, 0, no result, 0, 33, 26, no result, 0, 0, 1, no result
rkrGstNormalized5GramDiceVariantMinMatchLength3, 0, 27, 2, 170, 417, 43, 2, 2, 4, 162
rkrGstNormalizedShingle2OverlapMinMatchLength2, 0, 4, 0, 25, 24, no result, 0, 0, 1, 13
rkrGstShingle2DiceVariantMinMatchLength1, 0, 4, 0, 29, 22, no result, 0, 0, 1, 11
rkrGst3GramJaccardMinMatchLength2, 0, 40, 6, 371, 2335, 142, 4, 4, 8, 261
jaccardNormalized5Grams, 0, 3, 0, 11, 8, 4, 0, 0, 0, 5
rkrGst4GramDiceMinMatchLength1, 0, 39, 5, 355, 2966, 141, 4, 3, 9, 286
overlapNormalized4Grams, 0, 3, 0, 11, 8, 3, 0, 0, 0, 5
rkrGst2GramJaccardMinMatchLength1, 0, 45, 6, 309, 1184, 181, 3, 2, 8, 248
rkrGstTokenOverlapMinMatchLength3, 0, 1, 0, 16, 12, 7, 0, 0, 0, 6
rkrGstShingle3OverlapMinMatchLength3, 0, no result, 0, 29, 24, no result, 0, 0, 1, no result
jaccardNormalizedPadding2grams, 0, 3, 0, 10, 7, 4, 0, 0, 0, 4
rkrGstNormalized5GramOverlapMinMatchLength1, 0, 27, 2, 162, 389, 40, 3, 1, 6, 146
jaccardNormalizedPadding3grams, 0, 3, 0, 11, 8, 4, 0, 0, 1, 5
rkrGst3GramDiceVariantMinMatchLength3, 0, 35, 70, 414, 2690, 142, 3, 3, 9, 277
rkrGstNormalizedTokenDiceVariantMinMatchLength1, 0, 3, 0, 18, 13, 7, 0, 0, 0, 7
rkrGstShingle2JaccardMinMatchLength3, 0, 3, 0, 29, 20, no result, 0, 0, 1, 11
winnowing4GramJaccard, 0, 2, 0, 10, 8, 3, 0, 0, 0, 4
rkrGstNormalizedShingle2JaccardMinMatchLength3, 0, 4, 0, 24, 25, no result, 0, 0, 1, 11
levenshteinStandard, 0, 6, 1, 98, 265, 21, 1, 0, 4, 53
winnowingTokenOverlap, 0, 0, 0, 4, 2, 1, 0, 0, 0, 1
winnowingNormalized3GramOverlap, 0, 3, 0, 10, 9, 3, 0, 0, 0, 5
overlapNormalizedShingles3, 0, 3, 0, 12, 8, no result, 0, 0, 0, no result
diceVariantNormalizedPadding2grams, 0, 3, 0, 9, 6, 3, 0, 0, 0, 4
winnowingNormalizedShingle3Overlap, 0, 2, 0, 9, 7, no result, 0, 0, 0, no result
optimalAlignment4GramFingerprint, 0, 15, 2, 261, 674, 61, 2, 1, 12, 140
diceVariantNormalizedPadding3grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
optimalAlignmentShingle2FingerprintNormalized, 0, 2, 0, 11, 10, no result, 0, 0, 1, 4
manhattanNormalized3Grams, 0, 5, 0, 13, 9, 6, 0, 0, 1, 6
damerauLevenshteinStandard, 0, 30, 4, 571, 1747, 140, 6, 2, 24, 339
cosineNormalized3GramsTermFrequency, 0, 5, 0, 14, 9, 5, 0, 0, 1, 6
rkrGstShingle2DiceMinMatchLength1, 0, 2, 0, 24, 20, no result, 0, 0, 0, 10
rkrGstNormalized5GramDiceVariantMinMatchLength1, 0, 26, 2, 160, 382, 40, 2, 1, 4, 140
winnowingNormalized2GramDice, 0, 3, 0, 10, 8, 3, 0, 0, 0, 6
winnowing5GramJaccard, 0, 2, 0, 10, 8, 3, 0, 0, 0, 4
cosineNormalized4GramsNormalizedTermFrequency, 0, 5, 0, 15, 10, 8, 0, 0, 1, 7
rkrGstNormalizedTokenDiceMinMatchLength2, 0, 2, 0, 16, 12, 6, 0, 0, 0, 6
winnowing4GramDice, 0, 2, 0, 9, 8, 3, 0, 0, 0, 4
manhattanNormalized2Grams, 0, 4, 0, 11, 7, 4, 0, 0, 1, 5
rkrGstNormalized3GramDiceVariantMinMatchLength2, 0, 22, 2, 135, 353, 37, 2, 1, 4, 152
rkrGstNormalized3GramDiceMinMatchLength2, 0, 21, 2, 130, 330, 35, 2, 1, 4, 153
overlap2Grams, 0, 2, 0, 6, 5, 2, 0, 0, 0, 3
rkrGstShingle2DiceVariantMinMatchLength2, 0, 3, 0, 25, 18, no result, 0, 0, 0, 9
winnowingNormalized4GramDice, 0, 3, 0, 10, 8, 3, 0, 0, 0, 5
rkrGstTokenDiceMinMatchLength1, 0, 2, 0, 17, 13, 6, 0, 0, 0, 7
rkrGst5GramOverlapMinMatchLength3, 0, 36, 6, 390, 3310, 144, 4, 3, 9, 300
cosineNormalizedShingle2NormalizedTermFrequency, 0, 3, 0, 10, 9, no result, 0, 0, 0, 4
overlapShingles3, 0, no result, 0, 7, 5, no result, 0, 0, 0, no result
rkrGst2GramOverlapMinMatchLength3, 0, 33, 4, 265, 1266, 165, 3, 3, 7, 257
cosineNormalized5GramsNormalizedTermFrequency, 0, 5, 0, 17, 11, 5, 0, 0, 1, 7
rkrGstNormalized3GramOverlapMinMatchLength1, 0, 23, 2, 144, 345, 39, 2, 1, 4, 158
rkrGst2GramDiceVariantMinMatchLength3, 0, 35, 5, 286, 1145, 159, 3, 3, 8, 253
winnowing3GramDice, 0, 2, 0, 10, 8, 3, 0, 0, 1, 4
cosineNormalizedTokensNormalizedTermFrequency, 0, 1, 0, 5, 3, 2, 0, 0, 0, 2
jaccardNormalizedTokens, 0, 3, 0, 10, 7, 3, 0, 0, 0, 4
optimalAlignment2GramFingerprintNormalized, 0, 10, 1, 93, 272, 18, 1, 0, 5, 83
rkrGstTokenOverlapMinMatchLength2, 0, 1, 0, 17, 12, 5, 0, 0, 0, 6
rkrGstShingle2OverlapMinMatchLength1, 0, 2, 0, 24, 21, no result, 0, 0, 1, 9
cosineNormalized2GramsTermFrequency, 0, 4, 0, 12, 7, 4, 0, 0, 1, 5
rkrGstNormalized2GramDiceVariantMinMatchLength1, 0, 24, 2, 139, 330, 35, 2, 1, 4, 145
overlap5Grams, 0, 2, 0, 9, 6, 3, 0, 0, 0, 4
winnowingShingle3Jaccard, 0, no result, 0, 7, 4, no result, 0, 0, 0, no result
jaccardShingles2, 0, 1, 0, 7, 5, no result, 0, 0, 0, 2
manhattanNormalized4Grams, 0, 5, 0, 15, 10, 6, 0, 0, 1, 6
winnowingNormalizedShingle2Overlap, 0, 2, 0, 10, 6, no result, 0, 0, 0, 4
rkrGstNormalized3GramDiceMinMatchLength1, 0, 27, 2, 149, 350, 39, 2, 1, 4, 154
winnowingNormalized4GramDiceVariant, 0, 3, 0, 13, 9, 3, 0, 0, 0, 5
rkrGst2GramDiceVariantMinMatchLength1, 0, 39, 5, 288, 1178, 170, 3, 3, 7, 242
optimalAlignmentShingle3Fingerprint, 0, no result, 0, 8, 7, no result, 0, 0, 0, no result
rkrGstShingle3JaccardMinMatchLength3, 0, no result, 0, 29, 22, no result, 0, 0, 1, no result
winnowing4GramDiceVariant, 0, 3, 0, 12, 13, 4, 0, 0, 1, 4
rkrGst4GramJaccardMinMatchLength2, 0, 42, 6, 365, 2999, 140, 4, 3, 9, 282
optimalAlignment5GramFingerprint, 0, 13, 2, 242, 689, 75, 3, 1, 11, 148
rkrGstNormalizedShingle2DiceVariantMinMatchLength1, 0, 6, 0, 26, 30, no result, 0, 0, 2, 15
optimalAlignmentShingle3FingerprintNormalized, 0, 3, 0, 12, 12, no result, 0, 0, 1, no result
diceNormalized5Grams, 0, 4, 0, 12, 10, 4, 0, 0, 0, 4
winnowingNormalizedShingle2DiceVariant, 0, 2, 0, 10, 8, no result, 0, 0, 1, 5
rkrGstNormalized4GramJaccardMinMatchLength2, 0, 24, 2, 181, 383, 38, 3, 1, 5, 128
rkrGstNormalizedShingle3OverlapMinMatchLength1, 0, 5, 0, 34, 28, no result, 0, 0, 2, no result
dice4Grams, 0, 3, 0, 10, 8, 3, 0, 0, 0, 3
manhattanNormalized5Grams, 0, 5, 0, 16, 11, 5, 0, 0, 1, 8
winnowingNormalizedShingle3Dice, 0, 3, 0, 12, 8, no result, 0, 0, 0, no result
rkrGstNormalized4GramDiceMinMatchLength2, 0, 28, 3, 159, 406, 47, 3, 1, 4, 124
rkrGstNormalizedShingle3DiceVariantMinMatchLength3, 0, 6, 0, 31, 29, no result, 0, 0, 1, no result
rkrGst2GramOverlapMinMatchLength2, 0, 36, 4, 277, 1172, 187, 3, 2, 7, 244
rkrGstNormalized2GramDiceVariantMinMatchLength2, 0, 22, 2, 125, 315, 33, 2, 1, 4, 144
rkrGstNormalizedShingle2DiceVariantMinMatchLength2, 0, 4, 0, 25, 25, no result, 0, 0, 2, 13
cosineNormalizedTokensTermFrequency, 0, 1, 0, 6, 4, 2, 0, 0, 0, 2
longestCommonSubsequence2GramFingerprintNormalized, 0, 5, 0, 37, 102, 8, 0, 0, 2, 33
diceVariantShingles2, 0, 1, 0, 7, 4, no result, 0, 0, 0, 2
diceVariantNormalized3Grams, 0, 3, 0, 9, 7, 3, 0, 0, 0, 4
rkrGst5GramOverlapMinMatchLength2, 0, 35, 6, 399, 3202, 140, 4, 3, 11, 308
rkrGstShingle3DiceMinMatchLength3, 0, no result, 0, 29, 22, no result, 0, 0, 1, no result
longestCommonSubsequence3GramFingerprintNormalized, 0, 5, 0, 37, 98, 8, 0, 0, 2, 30
